CRN_KEY,SUBJ_CODE,CRSE_NUMBER,Credit_Hours,Semester,Year,Title,Instructor_Name,Meet_Days1,Begin_Time1,End_Time1,Meet_Days2,Begin_Time2,End_Time2,Category
80016,CSCI,1470,4,Spring,2024,COMPUTER SCIENCE I,"Thessing, Karen M",MWF,1100,1150,W,1200,1350,RM
80017,CSCI,1470,4,Spring,2024,COMPUTER SCIENCE I,"Thessing, Karen M",MWF,1200,1250,F,1300,1450,RM
80018,CSCI,1480,4,Spring,2024,COMPUTER SCIENCE II,"Smith, Mark R",MWF,1000,1050,M,1200,1350,RM
80019,CSCI,1480,4,Spring,2024,COMPUTER SCIENCE II,"Smith, Mark R",MWF,1000,1050,W,1200,1350,RM
80020,CSCI,1480,4,Spring,2024,COMPUTER SCIENCE II,"Smith, Mark R",MWF,1300,1350,M,1400,1550,RM
80021,CSCI,1480,4,Spring,2024,COMPUTER SCIENCE II,"Smith, Mark R",MWF,1300,1350,W,1400,1550,RM
80022,CSCI,2310,3,Spring,2024,INTRODUCTION TO DATA SCIENCE,"Talley, Patricia M",MWF,1300,1350,,,,EL
80023,CSCI,2320,3,Spring,2024,DATA STRUCTURES,"Talley, Patricia M",MWF,900,950,,,,RM
80024,CSCI,2320,3,Spring,2024,DATA STRUCTURES,"Talley, Patricia M",MWF,1400,1450,,,,RM
80025,CSCI,2330,3,Spring,2024,DISCRETE MATHEMATICS,"Hu, Chenyi",MWF,900,950,,,,RM
80026,CSCI,2330,3,Spring,2024,DISCRETE MATHEMATICS,"Hu, Chenyi",MWF,1600,1650,,,,RM
80027,CSCI,2335,3,Spring,2024,NETWORKING,"Erdin, Enes",TR,800,915,,,,RM
80028,CSCI,2335,3,Spring,2024,NETWORKING,"Erdin, Enes",TR,925,1040,,,,RM
80029,CSCI,2340,3,Spring,2024,ASSEMBLY LANGUAGE PROGRAMMING,"Talley, Patricia M",MWF,1100,1150,,,,EL
80030,CSCI,2340,3,Spring,2024,ASSEMBLY LANGUAGE PROGRAMMING,"Talley, Patricia M",MWF,1000,1050,,,,EL
80031,CSCI,3330,3,Spring,2024,ALGORITHMS,"Hu, Chenyi",MWF,1100,1150,,,,RM
80032,CSCI,3360,3,Spring,2024,DATABASE SYSTEMS,"Chen, Bernard",TR,1050,1205,,,,RM
80033,CSCI,3360,3,Spring,2024,DATABASE SYSTEMS,"Chen, Bernard",TR,1215,1330,,,,RM
80034,CSCI,3370,3,Spring,2024,PRINCIPLES PROGRAMMING LANGS,"Paruchuri, Vamsi K",TR,1215,1330,,,,RM
80035,CSCI,3380,3,Spring,2024,COMPUTER ARCHITECTURE,"Thompson, Skyler J",MWF,1400,1450,,,,RM
80036,CSCI,3380,3,Spring,2024,COMPUTER ARCHITECTURE,"Thompson, Skyler J",,,,,,,RM
80037,CSCI,3381,3,Spring,2024,O-O SOFTWARE DEVELOPMENT JAVA,"Doderer, Mark S",MWF,900,950,,,,RM
80038,CSCI,3381,3,Spring,2024,O-O SOFTWARE DEVELOPMENT JAVA,"Doderer, Mark S",MWF,800,850,,,,RM
80039,CSCI,3385,3,Spring,2024,ARTIFICIAL INTELLIGENCE,,MWF,1400,1450,,,,EL
80040,CSCI,4300,3,Spring,2024,OPERATING SYSTEMS,"Sun, Yu",TR,800,915,,,,RM
80041,CSCI,4300,3,Spring,2024,OPERATING SYSTEMS,"Sun, Yu",TR,1050,1205,,,,RM
80042,CSCI,4305,3,Spring,2024,LINUX/UNIX SYSTEMS,"Corkran, Jacob A",TR,1050,1205,,,,EL
80043,CSCI,4310,3,Spring,2024,NUM METHODS FOR DATA SCIENCE,,MWF,1000,1050,,,,EL
80044,CSCI,4315,3,Spring,2024,INFORMATION SECURITY,"Paruchuri, Vamsi K",MWF,800,850,,,,RM
80045,CSCI,4315,3,Spring,2024,INFORMATION SECURITY,"Paruchuri, Vamsi K",TR,925,1040,,,,RM
80046,CSCI,4321,3,Spring,2024,ETHICAL IMPLICATIONS OF TECHNO,"Doderer, Mark S",MWF,1100,1150,,,,RM
80047,CSCI,4321,3,Spring,2024,ETHICAL IMPLICATIONS OF TECHNO,"Doderer, Mark S",MWF,1300,1350,,,,RM
80048,CSCI,4340,3,Spring,2024,INTRO PARALLEL PROGRAMMING,"Kockara, Sinan",,0,2359,,,,EL
80049,CSCI,4350,3,Spring,2024,COMPUTER GRAPHICS,,,,,,,,EL
80050,CSCI,4352,3,Spring,2024,GAME PROGRAMMING,"Halic, Tansel",TR,1440,1555,,,,EL
80051,CSCI,4353,3,Spring,2024,INTRO TO MULTIMEDIA COMPUTING,"Sun, Yu",TR,1215,1330,,,,EL
80052,CSCI,4357,3,Spring,2024,PROGRAMMING MOBILE DEVICES,"Smith, Mark R",MWF,1100,1150,,,,EL
80053,CSCI,4371,3,Spring,2024,MACHINE LEARNING,,,,,,,,EL
80054,CSCI,4372,3,Spring,2024,DATA CLUSTERING,"Celebi, Mehemmed E",,0,2359,,,,EL
80055,CSCI,4390,3,Spring,2024,THEORY OF COMPUTATION,"Kockara, Sinan",,0,2359,,,,EL
80056,CSCI,4490,4,Spring,2024,SOFTWARE ENGINEERING,"Smith, Mark R",TR,1440,1620,,,,RM
80057,CSEC,2300,3,Spring,2024,INTRODUCTION TO CYBERSECURITY,"Alsharif, Ahmad H",TR,1050,1205,,,,EL
80058,CSEC,3300,3,Spring,2024,NUMBER THEORY AND CRYPTOGRAPHY,,MWF,1100,1150,,,,EL
80059,CSEC,3320,3,Spring,2024,COMPUTER FORENSICS,,TR,1215,1330,,,,EL
80060,CSEC,4320,3,Spring,2024,ETHICAL HACKING,"Erdin, Enes",TR,1215,1330,,,,EL
80061,CSEC,4335,3,Spring,2024,NETWORK SECURITY,,,,,,,,EL
80062,MATH,1390,3,Spring,2024,COLLEGE ALGEBRA,"Moody, Kaitlyn N",TR,1215,1330,,,,CM
80063,MATH,1390,3,Spring,2024,COLLEGE ALGEBRA,"Allred, Jordan R",MWF,1300,1350,,,,CM
80064,MATH,1390,3,Spring,2024,COLLEGE ALGEBRA,"Johnson, Gillian N",TR,1050,1205,,,,CM
80065,MATH,1491,4,Spring,2024,APPLIED CALCULUS FOR LIFE SCI,"Johnson, Garth B",,,,,,,CM
80066,MATH,1491,4,Spring,2024,APPLIED CALCULUS FOR LIFE SCI,"Johnson, Garth B",,,,,,,CM
80067,MATH,1496,4,Spring,2024,CALCULUS I,,,,,,,,CM
80068,MATH,1496,4,Spring,2024,CALCULUS I,"Dong, Yinlin",MWF,1200,1250,TR,1215,1330,CM
80069,MATH,2311,3,Spring,2024,ELEMENTARY STATISTICS,"Kwon, Ye I",TR,1050,1205,,,,CM
80070,MATH,2311,3,Spring,2024,ELEMENTARY STATISTICS,"Kwon, Ye I",MWF,1100,1150,,,,CM
80071,MATH,2311,3,Spring,2024,ELEMENTARY STATISTICS,"Kwon, Ye I",MWF,1300,1350,,,,CM
80072,MATH,3311,3,Spring,2024,STATISTICAL METHODS,"Kwon, Ye I",MWF,1500,1550,,,,AM
80073,MATH,3311,3,Spring,2024,STATISTICAL METHODS,,,,,,,,AM
80074,MATH,3320,3,Spring,2024,LINEAR ALGEBRA,"Beyerl, Jeffrey",MWF,1100,1150,,,,CM
80075,MATH,3320,3,Spring,2024,LINEAR ALGEBRA,"Le, Long",TR,925,1040,,,,CM
80076,PHYS,1410,4,Spring,2024,COLLEGE PHYSICS 1,"Lusk, Jeremy A",T,800,1040,MWF,1000,1050,RS
80077,PHYS,1410,4,Spring,2024,COLLEGE PHYSICS 1,"Lusk, Jeremy A",MWF,1000,1050,T,1050,1330,RS
80078,PHYS,1410,4,Spring,2024,COLLEGE PHYSICS 1,"Menon, Balraj S",MWF,800,850,R,1050,1330,RS
