CRN_KEY,SUBJ_CODE,CRSE_NUMBER,Credit_Hours,Semester,Year,Title,Instructor_Name,Meet_Days1,Begin_Time1,End_Time1,Meet_Days2,Begin_Time2,End_Time2,Category
70039,CSCI,3385,3,Fall,2024,ARTIFICIAL INTELLIGENCE,,MWF,1400,1450,,,,EL
70040,CSCI,4300,3,Fall,2024,OPERATING SYSTEMS,"Sun, Yu",TR,800,915,,,,RM
70041,CSCI,4300,3,Fall,2024,OPERATING SYSTEMS,"Sun, Yu",TR,1050,1205,,,,RM
70042,CSCI,4305,3,Fall,2024,LINUX/UNIX SYSTEMS,"Corkran, Jacob A",TR,1050,1205,,,,EL
70043,CSCI,4310,3,Fall,2024,NUM METHODS FOR DATA SCIENCE,,MWF,1000,1050,,,,EL
70044,CSCI,4315,3,Fall,2024,INFORMATION SECURITY,"Paruchuri, Vamsi K",MWF,800,850,,,,RM
70045,CSCI,4315,3,Fall,2024,INFORMATION SECURITY,"Paruchuri, Vamsi K",TR,925,1040,,,,RM
70046,CSCI,4321,3,Fall,2024,ETHICAL IMPLICATIONS OF TECHNO,"Doderer, Mark S",MWF,1100,1150,,,,RM
70047,CSCI,4321,3,Fall,2024,ETHICAL IMPLICATIONS OF TECHNO,"Doderer, Mark S",MWF,1300,1350,,,,RM
70048,CSCI,4340,3,Fall,2024,INTRO PARALLEL PROGRAMMING,"Kockara, Sinan",,0,2359,,,,EL
70049,CSCI,4350,3,Fall,2024,COMPUTER GRAPHICS,,,,,,,,EL
70050,CSCI,4352,3,Fall,2024,GAME PROGRAMMING,"Halic, Tansel",TR,1440,1555,,,,EL
70051,CSCI,4353,3,Fall,2024,INTRO TO MULTIMEDIA COMPUTING,"Sun, Yu",TR,1215,1330,,,,EL
70052,CSCI,4357,3,Fall,2024,PROGRAMMING MOBILE DEVICES,"Smith, Mark R",MWF,1100,1150,,,,EL
70053,CSCI,4371,3,Fall,2024,MACHINE LEARNING,,,,,,,,EL
70054,CSCI,4372,3,Fall,2024,DATA CLUSTERING,"Celebi, Mehemmed E",,0,2359,,,,EL
70055,CSCI,4390,3,Fall,2024,THEORY OF COMPUTATION,"Kockara, Sinan",,0,2359,,,,EL
70056,CSCI,4490,4,Fall,2024,SOFTWARE ENGINEERING,"Smith, Mark R",TR,1440,1620,,,,RM
70057,CSEC,2300,3,Fall,2024,INTRODUCTION TO CYBERSECURITY,"Alsharif, Ahmad H",TR,1050,1205,,,,EL
70058,CSEC,3300,3,Fall,2024,NUMBER THEORY AND CRYPTOGRAPHY,,MWF,1100,1150,,,,EL
70059,CSEC,3320,3,Fall,2024,COMPUTER FORENSICS,,TR,1215,1330,,,,EL
70060,CSEC,4320,3,Fall,2024,ETHICAL HACKING,"Erdin, Enes",TR,1215,1330,,,,EL
70061,CSEC,4335,3,Fall,2024,NETWORK SECURITY,,,,,,,,EL
70062,MATH,1390,3,Fall,2024,COLLEGE ALGEBRA,"Moody, Kaitlyn N",TR,1215,1330,,,,CM
70063,MATH,1390,3,Fall,2024,COLLEGE ALGEBRA,"Allred, Jordan R",MWF,1300,1350,,,,CM
70064,MATH,1390,3,Fall,2024,COLLEGE ALGEBRA,"Johnson, Gillian N",TR,1050,1205,,,,CM
70065,MATH,1491,4,Fall,2024,APPLIED CALCULUS FOR LIFE SCI,"Johnson, Garth B",,,,,,,CM
70066,MATH,1491,4,Fall,2024,APPLIED CALCULUS FOR LIFE SCI,"Johnson, Garth B",,,,,,,CM
70067,MATH,1496,4,Fall,2024,CALCULUS I,,,,,,,,CM
70068,MATH,1496,4,Fall,2024,CALCULUS I,"Dong, Yinlin",MWF,1200,1250,TR,1215,1330,CM
70069,MATH,2311,3,Fall,2024,ELEMENTARY STATISTICS,"Kwon, Ye I",TR,1050,1205,,,,CM
70070,MATH,2311,3,Fall,2024,ELEMENTARY STATISTICS,"Kwon, Ye I",MWF,1100,1150,,,,CM
70071,MATH,2311,3,Fall,2024,ELEMENTARY STATISTICS,"Kwon, Ye I",MWF,1300,1350,,,,CM
70072,MATH,3311,3,Fall,2024,STATISTICAL METHODS,"Kwon, Ye I",MWF,1500,1550,,,,AM
70073,MATH,3311,3,Fall,2024,STATISTICAL METHODS,,,,,,,,AM
70074,MATH,3320,3,Fall,2024,LINEAR ALGEBRA,"Beyerl, Jeffrey",MWF,1100,1150,,,,CM
70075,MATH,3320,3,Fall,2024,LINEAR ALGEBRA,"Le, Long",TR,925,1040,,,,CM
70076,PHYS,1410,4,Fall,2024,COLLEGE PHYSICS 1,"Lusk, Jeremy A",T,800,1040,MWF,1000,1050,RS
70077,PHYS,1410,4,Fall,2024,COLLEGE PHYSICS 1,"Lusk, Jeremy A",MWF,1000,1050,T,1050,1330,RS
70078,PHYS,1410,4,Fall,2024,COLLEGE PHYSICS 1,"Menon, Balraj S",MWF,800,850,R,1050,1330,RS
