CRN_KEY,SUBJ_CODE,CRSE_NUMBER,Credit_Hours,Semester,Year,Title,Instructor_Name,Meet_Days1,Begin_Time1,End_Time1,Meet_Days2,Begin_Time2,End_Time2,CRN_Attributes
23874,ACAD,1101,1,Fall,2021,EXPLORATION FOR THE UNDECIDED,,,,,,,,
25959,ACAD,1101,1,Fall,2021,EXPLORATION FOR THE UNDECIDED,"Williams, Robyn",MW,1200,1250,,,,
24735,ACAD,1103,1,Fall,2021,ACADEMIC STRATEGIES,"Baldwin, Amy G",MW,800,850,,,,
24736,ACAD,1103,1,Fall,2021,ACADEMIC STRATEGIES,"Baldwin, Amy G",MW,800,850,,,,
22500,ACAD,1300,3,Fall,2021,JOURNEYS TO SUCCESS,"Mays, Victoria A",MWF,1000,1050,,,,"1F01,1R01"
22501,ACAD,1300,3,Fall,2021,JOURNEYS TO SUCCESS,"Dickinson, Leila E",MWF,1200,1250,,,,"1F01,1R01"
22502,ACAD,1300,3,Fall,2021,JOURNEYS TO SUCCESS,"Lierley Harrison, Jennifer A",MWF,800,850,,,,"1F01,1R01"
22503,ACAD,1300,3,Fall,2021,JOURNEYS TO SUCCESS,"Baldwin, Amy G",TR,1050,1205,,,,"1F01,1R01"
22550,ACAD,1300,3,Fall,2021,JOURNEYS TO SUCCESS,"Graybeal, Lesley M",MWF,800,850,,,,"1F01,1R01"
22551,ACAD,1300,3,Fall,2021,JOURNEYS TO SUCCESS,"Mays, Victoria A",MWF,900,950,,,,"1F01,1R01"
22552,ACAD,1300,3,Fall,2021,JOURNEYS TO SUCCESS,"Peel, Christene R",MWF,1100,1150,,,,"1F01,1R01"
22554,ACAD,1300,3,Fall,2021,JOURNEYS TO SUCCESS,"Patel, Parisha P",MWF,1400,1450,,,,"1F01,1R01"
22555,ACAD,1300,3,Fall,2021,JOURNEYS TO SUCCESS,"Marbley, Karon M",MWF,1300,1350,,,,"1F01,1R01"
22556,ACAD,1300,3,Fall,2021,JOURNEYS TO SUCCESS,"DenHartog, Leigh A",MW,1500,1615,,,,"1F01,1R01"
22557,ACAD,1300,3,Fall,2021,JOURNEYS TO SUCCESS,"Eslinger, Nadia C",TR,800,915,,,,"1F01,1R01"
22558,ACAD,1300,3,Fall,2021,JOURNEYS TO SUCCESS,"Ingram, Dedrick",TR,925,1040,,,,"1F01,1R01"
22559,ACAD,1300,3,Fall,2021,JOURNEYS TO SUCCESS,"Olds, Carl B",MWF,1200,1250,,,,"1F01,1R01"
22561,ACAD,1300,3,Fall,2021,JOURNEYS TO SUCCESS,"Lierley Harrison, Jennifer A",MWF,900,950,,,,"1F01,1R01"
22562,ACAD,1300,3,Fall,2021,JOURNEYS TO SUCCESS,"Baldwin, Amy G",TR,800,915,,,,"1F01,1R01"
22563,ACAD,1300,3,Fall,2021,JOURNEYS TO SUCCESS,"Ingram, Dedrick",MWF,1200,1250,,,,"1F01,1R01"
22564,ACAD,1300,3,Fall,2021,JOURNEYS TO SUCCESS,"Ruud, Jennifer E",TR,1215,1330,,,,"1F01,1R01"
22565,ACAD,1300,3,Fall,2021,JOURNEYS TO SUCCESS,"Lea, Cynthia R",MWF,900,950,,,,"1F01,1R01"
22607,ACAD,1300,3,Fall,2021,JOURNEYS TO SUCCESS,"Lierley Harrison, Jennifer A",MWF,1000,1050,,,,"1F01,1R01"
22608,ACAD,1300,3,Fall,2021,JOURNEYS TO SUCCESS,"Awbrey, Tachia M",MWF,800,850,,,,"1F01,1R01"
22611,ACAD,1300,3,Fall,2021,JOURNEYS TO SUCCESS,"Olds, Carl B",TR,1215,1330,,,,"1F01,1R01"
22612,ACAD,1300,3,Fall,2021,JOURNEYS TO SUCCESS,"Brezee, Scott S",MWF,1100,1150,,,,"1F01,1R01"
22613,ACAD,1300,3,Fall,2021,JOURNEYS TO SUCCESS,,,,,,,,"1F01,1R01"
22614,ACAD,1300,3,Fall,2021,JOURNEYS TO SUCCESS,,,,,,,,"1F01,1R01"
22615,ACAD,1300,3,Fall,2021,JOURNEYS TO SUCCESS,"Wilson, Amber S",TR,800,915,,,,"1F01,1R01"
22616,ACAD,1300,3,Fall,2021,JOURNEYS TO SUCCESS,"Peten, Audreka J",MWF,1300,1350,,,,"1F01,1R01"
22617,ACAD,1300,3,Fall,2021,JOURNEYS TO SUCCESS,,,,,,,,"1F01,1R01"
22618,ACAD,1300,3,Fall,2021,JOURNEYS TO SUCCESS,"Hicks, Ashley J",MWF,1300,1350,,,,"1F01,1R01"
22619,ACAD,1300,3,Fall,2021,JOURNEYS TO SUCCESS,,,,,,,,"1F01,1R01"
22620,ACAD,1300,3,Fall,2021,JOURNEYS TO SUCCESS,,,,,,,,"1F01,1R01"
22934,ACAD,1300,3,Fall,2021,JOURNEYS TO SUCCESS,"Patel, Parisha P",MWF,1000,1050,,,,"1F01,1R01"
23142,ACAD,1300,3,Fall,2021,JOURNEYS TO SUCCESS,"Moseley, Louisa",MWF,1000,1050,,,,"1F01,1R01"
23143,ACAD,1300,3,Fall,2021,JOURNEYS TO SUCCESS,"Moseley, Louisa",MWF,1100,1150,,,,"1F01,1R01"
23259,ACAD,1300,3,Fall,2021,JOURNEYS TO SUCCESS,"Baldwin, Amy G",TR,925,1040,,,,"1F01,1R01"
23261,ACAD,1300,3,Fall,2021,JOURNEYS TO SUCCESS,,,,,,,,"1F01,1R01"
23283,ACAD,1300,3,Fall,2021,JOURNEYS TO SUCCESS,,,,,,,,"1F01,1R01"
23299,ACAD,1300,3,Fall,2021,JOURNEYS TO SUCCESS,,,,,,,,"1F01,1R01"
23308,ACAD,1300,3,Fall,2021,JOURNEYS TO SUCCESS,,,,,,,,"1F01,1R01"
23312,ACAD,1300,3,Fall,2021,JOURNEYS TO SUCCESS,,,,,,,,"1F01,1R01"
23381,ACAD,1300,3,Fall,2021,JOURNEYS TO SUCCESS,"Eslinger, Nadia C",TR,1050,1205,,,,"1F01,1R01"
24002,ACAD,1300,3,Fall,2021,JOURNEYS TO SUCCESS,"Olds, Carl B",MWF,1300,1350,,,,"1F01,1R01"
24003,ACAD,1300,3,Fall,2021,JOURNEYS TO SUCCESS,"Awbrey, Tachia M",TR,1440,1555,,,,"1F01,1R01"
24008,ACAD,1300,3,Fall,2021,JOURNEYS TO SUCCESS,"Massey, Marsha D",MWF,1100,1150,,,,"1F01,1R01"
24175,ACAD,1300,3,Fall,2021,JOURNEYS TO SUCCESS,,,,,,,,"1F01,1R01"
24240,ACAD,1300,3,Fall,2021,JOURNEYS TO SUCCESS,,,,,,,,"1F01,1R01"
24251,ACAD,1300,3,Fall,2021,JOURNEYS TO SUCCESS,"Bruce, Amanda E",MW,1500,1615,,,,"1F01,1R01"
24538,ACAD,1300,3,Fall,2021,JOURNEYS TO SUCCESS,"Thomas, Allen D",MW,1000,1115,,,,"1F01,1R01"
25076,ACAD,1300,3,Fall,2021,JOURNEYS TO SUCCESS,"Thiers, Geoffrey W",MWF,1100,1150,,,,"1F01,1R01"
25373,ACAD,1300,3,Fall,2021,JOURNEYS TO SUCCESS,"Gardner, Adriian F",TR,1215,1330,,,,"1F01,1R01"
25551,ACAD,1300,3,Fall,2021,JOURNEYS TO SUCCESS,"Ingram, Dedrick",MW,1605,1720,,,,"1F01,1R01"
25578,ACAD,1300,3,Fall,2021,JOURNEYS TO SUCCESS,,,,,,,,"1F01,1R01"
25878,ACAD,1300,3,Fall,2021,JOURNEYS TO SUCCESS,"Thiers, Geoffrey W",MWF,1000,1050,,,,"1F01,1R01"
23876,ACAD,3101,1,Fall,2021,CAREER AND LIFE PLANNING,"Williams, Robyn",MW,1200,1250,,,,
10043,ACCT,2310,3,Fall,2021,PRINC OF FINANCIAL ACCT,"Nelson, Steven K",MWF,1000,1050,,,,"5I01,BPRQ,CBCF"
10105,ACCT,2310,3,Fall,2021,PRINCIPLES ACCOUNTING I online,"Phillips, Ashley D",,0,2359,,,,"BPRQ,CBCF"
18873,ACCT,2310,3,Fall,2021,PRINC OF FINANCIAL ACCT,"Young, Laura J",TR,1215,1330,,,,"5I01,BPRQ,CBCF"
22343,ACCT,2310,3,Fall,2021,PRINC OF FINANCIAL ACCT,"Nelson, Steven K",MWF,900,950,,,,"5I01,BPRQ,CBCF"
22350,ACCT,2310,3,Fall,2021,PRINC OF FINANCIAL ACCT,"Nelson, Steven K",MW,1330,1445,F,1330,1445,"5I01,BPRQ,CBCF"
22354,ACCT,2310,3,Fall,2021,PRINC OF FINANCIAL ACCT,,,,,,,,"5I01,CBCF"
24331,ACCT,2310,3,Fall,2021,PRINC OF FINANCIAL ACCT,"Young, Laura J",TR,1050,1205,,,,"5I01,BPRQ,CBCF"
24615,ACCT,2310,3,Fall,2021,PRINCIPLES ACCOUNTING I online,"Schrock, John T",,0,2359,,,,"BPRQ,CBCF"
10118,ACCT,2311,3,Fall,2021,Princ. of Accounting II online,"McKnight, Constance A",,0,2359,,,,"BPRQ,CBCF"
10126,ACCT,2311,3,Fall,2021,PRINCIPLES OF ACCOUNTING II,,,,,,,,CBCF
10134,ACCT,2311,3,Fall,2021,Principles of Accounting II,"Simer, Joshua L",TR,1215,1330,,,,"BPRQ,CBCF"
20595,ACCT,2311,3,Fall,2021,PRINCIPLES OF ACCOUNTING II,"Cating, Ryan C",MWF,1000,1050,,,,"BPRQ,CBCF"
22337,ACCT,2311,3,Fall,2021,PRINCIPLES OF ACCOUNTING II,"Cating, Ryan C",MWF,1100,1150,,,,"BPRQ,CBCF"
22368,ACCT,2311,3,Fall,2021,PRINCIPLES OF ACCOUNTING II,"Ma, Mengyu",MW,1330,1445,F,1330,1445,"BPRQ,CBCF"
25310,ACCT,2311,3,Fall,2021,PRINCIPLES OF ACCOUNTING II,"McKnight, Constance A",,0,2359,,,,"BPRQ,CBCF"
25469,ACCT,2311,3,Fall,2021,PRINCIPLES OF ACCOUNTING II,"Ma, Mengyu",MWF,800,850,,,,"BPRQ,CBCF"
10186,ACCT,2321,3,Fall,2021,LEGAL ENVIRONMENT BUSINESS I,"Courtway, Thomas C",MWF,1100,1150,,,,CBCF
10214,ACCT,2321,3,Fall,2021,LEGAL ENVIRONMENT BUSINESS I,"McMullen, Anthony L",TR,925,1040,,,,CBCF
10221,ACCT,2321,3,Fall,2021,LEGAL ENVIRONMENT I online,"McMullen, Anthony L",,0,2359,,,,CBCF
22052,ACCT,2321,3,Fall,2021,LEGAL ENVIRONMENT BUSINESS I,"Courtway, Thomas C",MWF,900,950,,,,CBCF
22053,ACCT,2321,3,Fall,2021,LEGAL ENVIRONMENT of BUSINESS,"Courtway, Thomas C",MWF,1000,1050,,,,CBCF
22056,ACCT,2321,3,Fall,2021,LEGAL ENVIRONMENT BUSINESS I,"McMullen, Anthony L",TR,1050,1205,,,,CBCF
18779,ACCT,2376,3,Fall,2021,BUSINESS LAW for ENTREPRENEURS,"Bell, Richard L",TR,800,915,,,,CBCF
10231,ACCT,3311,3,Fall,2021,INTERMEDIATE ACCOUNTING I,"Oxner, Karen M",TR,925,1040,,,,CBCF
22602,ACCT,3311,3,Fall,2021,INTERMEDIATE ACCOUNTING I,"Oxner, Karen M",,0,2359,,,,CBCF
10245,ACCT,3312,3,Fall,2021,INTERMEDIATE ACCOUNTING II,"Young, Laura J",TR,800,915,,,,CBCF
23963,ACCT,3315,3,Fall,2021,COST ACCOUNTING,"Ma, Mengyu",MWF,900,950,,,,CBCF
10262,ACCT,3316,3,Fall,2021,INDIVIDUAL TAXATION,"Simer, Joshua L",TR,1050,1205,,,,CBCF
22583,ACCT,3316,3,Fall,2021,INDIVIDUAL TAXATION,"Simer, Joshua L",,0,2359,,,,CBCF
10277,ACCT,3320,3,Fall,2021,ACCOUNTING INFORMATION SYSTEMS,"Watson, Stephanie F",MWF,1100,1150,,,,CBCF
24641,ACCT,3V82,3,Fall,2021,INTERNSHIP IN ACCOUNTING,"Watson, Stephanie F",,0,2359,,,,CBCF
10292,ACCT,4304,3,Fall,2021,GOVERNMENT/NONPROFIT ACCT,"Lee, Sherelle A",TR,925,1040,,,,"BBAW,CBCF,PAPM"
22586,ACCT,4305,3,Fall,2021,ESTATE PLANNING,"Courtway, Thomas C",M,1500,1615,,,,CBCF
10301,ACCT,4312,3,Fall,2021,ADVANCED ACCOUNTING Online,"Wu, Qifeng",,0,2359,,,,CBCF
10309,ACCT,4315,3,Fall,2021,ADVANCED COST ACCOUNTING,"McKnight, Constance A",TR,1215,1330,,,,"BBAC,CBCF"
10314,ACCT,4316,3,Fall,2021,ADVANCED INCOME TAX,"Phillips, Ashley D",TR,1050,1205,,,,CBCF
10321,ACCT,4317,3,Fall,2021,AUDITING,"Cating, Ryan C",MWF,800,850,,,,"2C01,CBCF"
22055,ACCT,4390,3,Fall,2021,SPECIAL PROBLEMS,"Watson, Stephanie F",,1200,1315,,,,CBCF
24643,ACCT,4V82,3,Fall,2021,INTERNSHIP IN ACCOUNTING,"Watson, Stephanie F",,0,2359,,,,CBCF
25301,ACCT,4V91,1,Fall,2021,CERTIFICATIONS IN ACCOUNTING,,,0,2359,,,,CBCF
10326,ACCT,5312,3,Fall,2021,ADVANCED ACCOUNTING,"Wu, Qifeng",,0,2359,,,,CBCF
10336,ACCT,5316,3,Fall,2021,ADVANCED INCOME TAX,"Phillips, Ashley D",TR,1050,1205,,,,CBCF
15050,ACCT,6304,3,Fall,2021,ADVANCED GOVERNMENT/NONPROFIT,"Lee, Sherelle A",TR,925,1040,,,,CBCF
10339,ACCT,6309,3,Fall,2021,TAX RESEARCH AND PLANNING,"Phillips, Ashley D",T,1800,1915,,,,CBCF
10349,ACCT,6310,3,Fall,2021,FINANCIAL ACCOUNTING SEMINAR,"Oxner, Karen M",T,1630,1745,,,,CBCF
22585,ACCT,6339,3,Fall,2021,ESTATE PLANNING,"Courtway, Thomas C",M,1500,1615,,,,CBCF
19635,ACCT,6350,3,Fall,2021,SEMINAR ACCT LEADERSHIP,"Nelson, Steven K",M,1630,1745,,,,CBCF
24018,ACCT,6V82,1,Fall,2021,INTERNSHIP IN ACCOUNTING,"Watson, Stephanie F",,,,,,,CBCF
24380,ACCT,6V82,1,Fall,2021,INTERNSHIP IN ACCOUNTING,"Watson, Stephanie F",,,,,,,CBCF
17835,AFAM,1330,3,Fall,2021,INTRO AFRICAN/A-A STUDIES,"Maefield, JaJuan J",TR,1050,1205,,,,"1H01,1I06,AAMM,AFAM"
18909,AFAM,1330,3,Fall,2021,INTRO AFRICAN/A-A STUDIES,"Maefield, JaJuan J",TR,1215,1330,,,,"1H01,1I06,AAMM,AFAM"
24211,AFAM,1330,3,Fall,2021,INTRO AFRICAN/A-A STUDIES,,,,,,,,"1H01,1I06,AAMM,AFAM"
25639,AFAM,1330,3,Fall,2021,INTRO AFRICAN/A-A STUDIES,"Kithinji, Michael M",,0,2359,,,,"1H01,1I06,AAMM,AFAM"
25642,AFAM,1330,3,Fall,2021,INTRO AFRICAN/A-A STUDIES,,,,,,,,"1F01,1H01,1I06"
23918,ANTH,1302,3,Fall,2021,INTRODUCTION TO ANTHROPOLOGY,"McKinnon, Duncan P",,0,2359,,,,"1D02,1S01"
23926,ANTH,1302,3,Fall,2021,INTRODUCTION TO ANTHROPOLOGY,"Bowne, Eric E",TR,1050,1205,,,,"1D02,1S01"
23928,ANTH,1302,3,Fall,2021,INTRODUCTION TO ANTHROPOLOGY,"Bowne, Eric E",TR,925,1040,,,,"1D02,1S01"
24518,ANTH,1302,3,Fall,2021,INTRODUCTION TO ANTHROPOLOGY,"Bowne, Eric E",TR,800,915,,,,"1D02,1S01"
24519,ANTH,1302,3,Fall,2021,INTRODUCTION TO ANTHROPOLOGY,"Frank, Adam D",TR,1050,1205,,,,"1D02,1S01"
24521,ANTH,1302,3,Fall,2021,INTRODUCTION TO ANTHROPOLOGY,"McKinnon, Duncan P",,0,2359,,,,"1D02,1S01"
24528,ANTH,1302,3,Fall,2021,INTRODUCTION TO ANTHROPOLOGY,"McKinnon, Duncan P",,0,2359,,,,"1D02,1S01"
24524,ANTH,2300,3,Fall,2021,PEOPLES AND CULTURES,,,,,,,,
25292,ANTH,2310,3,Fall,2021,BIOLOGICAL ANTHROPOLOGY,"McKinnon, Duncan P",TR,1215,1330,,,,
25291,ANTH,3310,3,Fall,2021,"MAGIC, RELIGION & WITCHCRAFT","McKinnon, Duncan P",TR,925,1040,,,,
23917,ANTH,3321,3,Fall,2021,QUALITATIVE RESEARCH METHODS,"Lom, Stacy E",TR,800,915,,,,"2C01,2I01"
24522,ANTH,3370,3,Fall,2021,FOOD AND CULTURE,,,,,,,,
22349,ANTH,4370,3,Fall,2021,INTERNSHIP,"Wilson, Janet K",,0,2359,,,,ATMN
24533,ANTH,4380,3,Fall,2021,ANTHROPOLOGICAL THEORY,,,,,,,,ATMN
25290,ANTH,4380,3,Fall,2021,ANTHROPOLOGICAL THEORY,"Bowne, Eric E",MWF,1100,1150,,,,ATMN
24530,ANTH,4395,3,Fall,2021,TOPICS: Music Across Cultures,,,,,,,,ATMN
25289,ANTH,4395,3,Fall,2021,TOPICS: Anthropology of Piracy,"Bowne, Eric E",MWF,1000,1050,,,,ATMN
21107,ANTH,4V90,1,Fall,2021,SELECTED PROBLEMS ANTH (1),"Bowne, Eric E",,0,2359,,,,
21108,ANTH,4V90,2,Fall,2021,SELECTED PROBLEMS ANTH (2),"Bowne, Eric E",,0,2359,,,,
21109,ANTH,4V90,3,Fall,2021,SELECTED PROBLEMS ANTH (3),"Bowne, Eric E",,0,2359,,,,
21110,ANTH,4V90,1,Fall,2021,SELECTED PROBLEMS ANTH (1),"McKinnon, Duncan P",,0,2359,,,,
21111,ANTH,4V90,2,Fall,2021,SELECTED PROBLEMS ANTH (2),"McKinnon, Duncan P",,0,2359,,,,
21112,ANTH,4V90,3,Fall,2021,SELECTED PROBLEMS ANTH (3),"McKinnon, Duncan P",,0,2359,,,,
25420,ART,1210,2,Fall,2021,FOUNDATIONS SEMINAR I,"Rice, Leslie M",TR,800,915,,,,CAWF
25421,ART,1220,2,Fall,2021,FOUNDATIONS STUDIO A,"Meador, William S",TR,950,1130,,,,"CAAS,CAWF"
25422,ART,1220,2,Fall,2021,FOUNDATIONS STUDIO A,"Meador, William S",TR,1140,1320,,,,"CAAS,CAWF"
25424,ART,1220,2,Fall,2021,FOUNDATIONS STUDIO A,"Hornbrook, Jessie M",TR,1440,1620,,,,"CAAS,CAWF"
25426,ART,1220,2,Fall,2021,FOUNDATIONS STUDIO A,"Rice, Leslie M",TR,1630,1820,,,,"CAAS,CAWF"
25427,ART,1220,2,Fall,2021,FOUNDATIONS STUDIO A,"Pinckley, Donna L",,1140,1320,,,,"CAAS,CAWF"
25428,ART,1230,2,Fall,2021,FOUNDATIONS STUDIO B,"Rice, Leslie M",MW,1140,1320,,,,"CAAS,CAWF"
25429,ART,1230,2,Fall,2021,FOUNDATIONS STUDIO B,"Laws, Holly L",MW,1520,1700,,,,"CAAS,CAWF"
25430,ART,1230,2,Fall,2021,FOUNDATIONS STUDIO B,"Rice, Leslie M",MW,1710,1850,,,,"CAAS,CAWF"
25431,ART,1230,2,Fall,2021,FOUNDATIONS STUDIO B,"Rice, Leslie M",TR,1140,1320,,,,"CAAS,CAWF"
25432,ART,1230,2,Fall,2021,FOUNDATIONS STUDIO B,"Rice, Leslie M",TR,1440,1620,,,,"CAAS,CAWF"
13815,ART,1310,3,Fall,2021,2-D DESIGN,"Halter, Jimmy W",MW,800,1040,,,,"ARTS,CAAS,CAWF"
24846,ART,1310,3,Fall,2021,2-D DESIGN,,,,,,,,"ARTS,CAAS,CAWF"
24980,ART,1310,3,Fall,2021,2-D DESIGN,,,,,,,,"ARTS,CAAS,CAWF"
10015,ART,1321,3,Fall,2021,DRAWING I,"Halter, Jimmy W",MW,1100,1340,,,,"ARTS,CAWF"
24838,ART,1321,3,Fall,2021,DRAWING I,,,,,,,,"ARTS,CAWF"
24839,ART,1321,3,Fall,2021,DRAWING I,,,,,,,,"ARTS,CAWF"
24842,ART,1321,3,Fall,2021,DRAWING I,,,,,,,,"ARTS,CAWF"
10036,ART,2140,1,Fall,2021,PORTFOLIO ASSESSMENT I,"Rospert, Jennifer L",M,1800,1850,,,,CAWF
10045,ART,2140,1,Fall,2021,PORTFOLIO ASSESSMENT I,"Rospert, Jennifer L",M,1900,1950,,,,CAWF
19728,ART,2140,1,Fall,2021,PORTFOLIO ASSESSMENT I,,,,,,,,CAWF
10054,ART,2300,3,Fall,2021,ART APPRECIATION,"McCullough, Tifanee A",MWF,1000,1050,,,,"1A01,1I06,CAWF"
10062,ART,2300,3,Fall,2021,ART APPRECIATION,"McCullough, Tifanee A",MWF,1100,1150,,,,"1A01,1I06,CAWF"
10079,ART,2300,3,Fall,2021,ART APPRECIATION,"Huss, John A",TR,925,1040,,,,"1A01,1I06,CAWF"
18365,ART,2300,3,Fall,2021,ART APPRECIATION,"McCullough, Tifanee A",MWF,1200,1250,,,,"1A01,1I06,CAWF"
18403,ART,2300,3,Fall,2021,ART APPRECIATION,"Miller, Jana E",MWF,1400,1450,,,,"1A01,1I06,CAWF"
19295,ART,2300,3,Fall,2021,ART APPRECIATION,"Huss, John A",TR,800,915,,,,"1A01,1I06,CAWF"
25580,ART,2300,3,Fall,2021,ART APPRECIATION,"Harlow, Trina D",MWF,1500,1550,,,,"1A01,1I06,CAWF"
13035,ART,2312,3,Fall,2021,3-D DESIGN,"Laws, Holly L",TR,1440,1720,,,,"ARTS,CAAS,CAWF"
24931,ART,2312,3,Fall,2021,3-D DESIGN,,,,,,,,"ARTS,CAAS,CAWF"
10097,ART,2322,3,Fall,2021,"DRAWING II, LIFE","Halter, Jimmy W",TR,800,1040,,,,"ARTS,CAWF"
14307,ART,2325,3,Fall,2021,ASIAN ART SURVEY,"Greene, Carolyn A",TR,1440,1555,,,,"ARTH,CAWF,RELA,RSME"
10131,ART,2335,3,Fall,2021,"ART HISTORY, PREHIST-MEDIEVAL","Greene, Carolyn A",TR,1215,1330,,,,"ARTH,CAWF"
10137,ART,2336,3,Fall,2021,ART HISTORY RENAISSANCE-MODERN,"Miller, Jana E",MWF,1100,1150,,,,"ARTH,CAWF"
10143,ART,2336,3,Fall,2021,ART HISTORY RENAISSANCE-MODERN,"Miller, Jana E",MWF,1200,1250,,,,"ARTH,CAWF"
10148,ART,3150,1,Fall,2021,BFA PROFESSIONAL PRACTICES I,"Hornbrook, Jessie M",T,925,1015,,,,CAWF
24847,ART,3150,1,Fall,2021,BFA PROFESSIONAL PRACTICES I,,,,,,,,CAWF
10157,ART,3301,3,Fall,2021,HISTORY OF MODERN ART,"Greene, Carolyn A",TR,1050,1205,,,,"2D01,ARTH,CAWF"
25545,ART,3315,3,Fall,2021,CONTEMPORARY MEDIA IN 3-D,"Laws, Holly L",MW,1100,1340,,,,"2C01,2I01,ARTE,ARTS,CAWF"
10160,ART,3318,3,Fall,2021,PHOTOGRAPHY I,"Pinckley, Donna L",TR,1440,1720,,,,"ARTE,ARTS,CAAS,CAWF"
25438,ART,3321,3,Fall,2021,DIGITAL PHOTOGRAPHY,"Pinckley, Donna L",TR,1050,1330,,,,"ARTS,CAAS,CAWF"
10104,ART,3324,3,Fall,2021,DRAWING III ADV LIFE DRAWING,"Rospert, Jennifer L",WF,1700,1940,,,,"ARTS,CAAS,CAWF"
22393,ART,3325,3,Fall,2021,COLOR,"Luckett, Sandra A",MW,1100,1340,,,,"ARTE,ARTS,CAAS,CAWF"
10175,ART,3330,3,Fall,2021,ILLUSTRATION I,"Ogar, Raymond A",MW,1400,1640,,,,"ARTE,ARTS,CAAS,CAWF"
22399,ART,3330,3,Fall,2021,ILLUSTRATION I,"Ogar, Raymond A",MW,1700,1940,,,,"ARTE,ARTS,CAAS,CAWF"
10182,ART,3332,3,Fall,2021,PAINTING I,"Luckett, Sandra A",MW,1400,1640,,,,"ARTE,ARTS,CAAS,CAWF"
22460,ART,3332,3,Fall,2021,PAINTING I,"Luckett, Sandra A",MW,1700,1940,,,,"ARTE,ARTS,CAAS,CAWF"
24844,ART,3335,3,Fall,2021,ART MUSEUM STUDIES I,"Young, Brian K",MWF,1300,1350,,,,"ARTH,CAWF"
13170,ART,3343,3,Fall,2021,PRINTMAKING I,"Hornbrook, Jessie M",MW,1100,1340,,,,"ARTE,ARTS,CAAS,CAWF"
10201,ART,3344,3,Fall,2021,PRINTMAKING II,"Hornbrook, Jessie M",MW,1400,1640,,,,"ARTE,ARTS,CAAS,CAWF"
25439,ART,3345,3,Fall,2021,PRINTMAKING III,,,,,,,,"2C01,2I01,CAAS,CAWF"
25440,ART,3345,3,Fall,2021,PRINTMAKING III,"Hornbrook, Jessie M",MW,1400,1640,,,,"2C01,2I01,CAAS,CAWF"
25441,ART,3346,3,Fall,2021,PRINTMAKING IV,"Hornbrook, Jessie M",MW,1400,1640,,,,"2C01,2I01,CAAS,CAWF"
10211,ART,3353,3,Fall,2021,GRAPHIC DESIGN I,"Bella, Peter P",MW,1100,1340,,,,"ARTE,ARTS,CAAS,CAWF"
10257,ART,3353,3,Fall,2021,GRAPHIC DESIGN I,"Ogar, Raymond A",TR,1440,1720,,,,"ARTE,ARTS,CAAS,CAWF"
24324,ART,3353,3,Fall,2021,GRAPHIC DESIGN I,"Bella, Peter P",,1100,1340,,,,"ARTE,ARTS,CAAS,CAWF"
14387,ART,3354,3,Fall,2021,GRAPHIC DESIGN II,"Bella, Peter P",MW,800,1040,,,,"ARTE,ARTS,CAAS,CAWF"
25442,ART,3356,3,Fall,2021,TIME-BASED MEDIA,"Meador, William S",MW,1100,1340,,,,"CAAS,CAWF"
25668,ART,3358,3,Fall,2021,INTERACTIVITY,"Meador, William S",TR,1440,1720,,,,"2C01,2I01,CAAS,CAWF"
10266,ART,3361,3,Fall,2021,SCULPTURE I,,,,,,,,"ARTE,ARTS,CAAS,CAWF"
13759,ART,3361,3,Fall,2021,SCULPTURE I,"Massey, Bryan",TR,800,1040,,,,"ARTE,ARTS,CAAS,CAWF"
10275,ART,3365,3,Fall,2021,WOMEN IN ART,"Seymour, Gayle M",MWF,1400,1450,,,,"2D01,ARTH,CAWF,GSHM"
10284,ART,3379,3,Fall,2021,CERAMICS I,"Smith, Elizabeth J",TR,1050,1330,,,,"ARTE,ARTS,CAAS,CAWF"
16787,ART,3380,3,Fall,2021,SLIP CASTING & GLAZE,"Smith, Elizabeth J",TR,1440,1720,,,,"CAAS,CAWF"
24178,ART,3V92,3,Fall,2021,TPCS STUDIO:  TIME-BASED MEDIA,,,,,,,,"CAAS,CAWF"
25443,ART,3V92,3,Fall,2021,SPCS STUDIO ART-INTERACTIVITY,,,,,,,,"CAAS,CAWF"
25444,ART,3V92,1,Fall,2021,SPCS STUDIO-BUSINESS OF ART,"Massey, Bryan",F,1400,1450,,,,"CAAS,CAWF"
10293,ART,4140,1,Fall,2021,BA ASSESSMENT & EXHIBITION,"Pinckley, Donna L",W,1000,1050,,,,"2Z01,CAWF"
10308,ART,4150,1,Fall,2021,BFA PROFESSIONAL ORIENTATION,"Pinckley, Donna L",T,925,1040,,,,CAWF
10316,ART,4160,1,Fall,2021,BFA EXHIBIT,"Hornbrook, Jessie M",T,1215,1305,,,,"2Z01,CAWF"
18491,ART,4300,3,Fall,2021,BFA STUDIO PRACTICUM,"Laws, Holly L",M,800,950,,,,CAWF
18492,ART,4300,3,Fall,2021,BFA STUDIO PRACTICUM,"Massey, Bryan",,800,950,,,,CAWF
18493,ART,4300,3,Fall,2021,BFA STUDIO PRACTICUM,"Ogar, Raymond A",M,800,950,,,,CAWF
18494,ART,4300,3,Fall,2021,BFA STUDIO PRACTICUM,"Smith, Elizabeth J",,800,950,,,,CAWF
18495,ART,4300,3,Fall,2021,BFA STUDIO PRACTICUM,"Rospert, Jennifer L",M,800,950,,,,CAWF
