CRN_KEY,SUBJ_CODE,CRSE_NUMBER,Credit_Hours,Semester,Year,Title,Instructor_Name,Meet_Days1,Begin_Time1,End_Time1,Meet_Days2,Begin_Time2,End_Time2,CRN_Attributes
25628,HLTH,4312,3,Fall,2021,DRUG EDUCATION,"Elphingstone, Jane E",,0,2359,,,,"CHEL,HED1"
25629,HLTH,4312,3,Fall,2021,DRUG EDUCATION,,,,,,,,"CHEL,HED1"
25630,HLTH,4312,3,Fall,2021,DRUG EDUCATION,"Elphingstone, Jane E",,0,2359,,,,"CHEL,HED1"
25631,HLTH,4312,3,Fall,2021,DRUG EDUCATION,"Ray, Lisa K",,0,2359,,,,"CHEL,HED1"
13651,HLTH,4320,3,Fall,2021,HEALTH COMMUNICATION/ADVOCACY,"Hudson, Heather K",TR,1050,1205,,,,
21446,HLTH,4320,3,Fall,2021,HEALTH COMMUNICATION/ADVOCACY,,,,,,,,
11344,HLTH,4331,3,Fall,2021,PROGRAM PLANNING & EVALUATION,"Demers, Denise M",TR,800,915,,,,
19997,HLTH,4331,3,Fall,2021,PROGRAM PLANNING & EVALUATION,"Demers, Denise M",MWF,1200,1250,,,,
21447,HLTH,4343,3,Fall,2021,HEALTH STRAT MULTICULTURAL POP,,,,,,,,
23270,HLTH,4343,3,Fall,2021,HEALTH STRAT MULTICULTURAL POP,"Gilbreath, Carla M",T,1050,1205,,,,
11347,HLTH,4361,3,Fall,2021,DRIVER EDUCATION,"Walsh, Darrell G",,0,2359,,,,
11349,HLTH,4361,3,Fall,2021,DRIVER EDUCATION,"Walsh, Darrell G",,0,2359,,,,
11350,HLTH,4370,3,Fall,2021,ADMIN OF HEALTH PROGRAMS,"Gilbreath, Carla M",,0,2359,,,,
17236,HLTH,4370,3,Fall,2021,ADMIN OF HEALTH PROGRAMS,"Gilbreath, Carla M",,0,2359,,,,
25060,HLTH,4370,3,Fall,2021,HON ADMIN OF HEALTH PROGRAMS,"Gilbreath, Carla M",,1200,2359,,,,
11354,HLTH,4395,3,Fall,2021,HEALTH CONCERNS: WOMEN,"Shelton, Cynthia S",TR,1215,1330,,,,
24430,HLTH,4395,3,Fall,2021,HEALTH CONCERNS: WOMEN,"Paul, Emily K",,0,2359,,,,
22366,HLTH,4398,3,Fall,2021,HEALTH COACHING I,"Morris, Duston D",,0,2359,,,,5S01
22367,HLTH,4399,3,Fall,2021,HEALTH COACHING II,"Morris, Duston D",,0,2359,,,,5S01
11356,HLTH,4600,6,Fall,2021,HEALTH PROMOTION INTERNSHIP,"Shelton, Cynthia S",,,,,,,
11359,HLTH,4600,6,Fall,2021,HEALTH PROMOTION INTERNSHIP,"Ray, Lisa K",,,,,,,
21117,HLTH,4V90,1,Fall,2021,DIRECTED INDEPENDENT STUDY,"Hubbard, Betty M",,0,2359,,,,
21118,HLTH,4V90,3,Fall,2021,DIRECTED INDEPENDENT STUDY,"Hubbard, Betty M",,0,2359,,,,
24279,HLTH,4V90,3,Fall,2021,DIRECTED INDEPENDENT STUDY,"Ray, Lisa K",,0,2359,,,,
24434,HLTH,4V90,1,Fall,2021,DIRECTED INDEPENDENT STUDY,"Ray, Lisa K",,0,2359,,,,
23471,HLTH,5301,3,Fall,2021,HEALTH PROMO MED CARE SETTING,"Sego, Anita L",,0,2359,,,,
25721,HLTH,5350,3,Fall,2021,HEALTH ED ELEMENTARY SCHOOLS,,,,,,,,CHEL
19106,HLTH,5370,3,Fall,2021,ADMIN OF HEALTH PROGRAMS,,,,,,,,
22447,HLTH,5370,3,Fall,2021,ADMIN OF HEALTH PROGRAMS,"Sego, Anita L",,0,2359,,,,
25505,HLTH,6311,3,Fall,2021,HEALTH APPRAISAL SCH CHILDREN,,,,,,,,
17089,HLTH,6321,3,Fall,2021,FOUNDATIONS IN HEALTH PROMO,"Demers, Denise M",,0,2359,,,,
22604,HLTH,6350,3,Fall,2021,CONTEMPORARY HEALTH PROBLEMS,,,,,,,,
25305,HLTH,6353,3,Fall,2021,ISSUES & RESEARCH IN SEXUALITY,"Hudson, Heather K",,0,2359,,,,
18910,HLTH,6354,3,Fall,2021,WOMEN'S HEALTH,,,,,,,,
17235,HLTH,6361,3,Fall,2021,EPIDEMIOLOGY IN HEALTH PROMO,"Morris, Duston D",,0,2359,,,,
17614,HLTH,6371,3,Fall,2021,DIR. IND. ST: Health Coaching,"Hubbard, Betty M",,0,2359,,,,
17091,HLTH,6379,3,Fall,2021,RESEARCH IN HEALTH SCIENCES,"Rainey, Jacqueline L",,0,2359,,,,
21120,HLTH,6V80,3,Fall,2021,THESIS RESEARCH I (3),"Sego, Anita L",,0,2359,,,,
21121,HLTH,6V90,3,Fall,2021,THESIS RESEARCH II (3),,,0,2359,,,,
21122,HLTH,6V90,1,Fall,2021,THESIS RESEARCH II (1),"Demers, Denise M",,0,2359,,,,
10652,HONC,1310,3,Fall,2021,CORE I: SEARCH FOR SELF,"Corbitt, Douglas",MWF,1200,1250,,,,"1C01,1F01,1H01,1I06"
10663,HONC,1310,3,Fall,2021,CORE I: SEARCH FOR SELF,"Bowman, Donna E",MWF,1200,1250,,,,"1C01,1F01,1H01,1I06"
10692,HONC,1310,3,Fall,2021,CORE I: SEARCH FOR SELF,"Lea, Cynthia R",MWF,1200,1250,,,,"1C01,1F01,1H01,1I06"
10747,HONC,1310,3,Fall,2021,CORE I: SEARCH FOR SELF,"Wallace, Allison B",MWF,1200,1250,,,,"1C01,1F01,1H01,1I06"
17957,HONC,1310,3,Fall,2021,CORE I: SEARCH FOR SELF,"Hostetter, Ellen E",MWF,1200,1250,,,,"1C01,1F01,1H01,1I06"
20380,HONC,1310,3,Fall,2021,CORE I: SEARCH FOR SELF,"Frank, Adam D",MWF,1200,1250,,,,"1C01,1F01,1H01,1I06"
25159,HONC,1310,3,Fall,2021,CORE I: SEARCH FOR SELF,,,,,,,,1C01
10826,HONC,2310,3,Fall,2021,CORE III: ORGANIC GARDENING,"Wallace, Allison B",MW,1630,1745,,,,"1D02,1H01,1R01"
10853,HONC,2310,3,Fall,2021,CORE III:POWER AND RESISTANCE,"Barringer, Whitney E",TR,1050,1205,,,,"1D02,1H01,1R01"
17046,HONC,2310,3,Fall,2021,CORE III: LANDSCAPES OF FEAR,"Hostetter, Ellen E",TR,925,1040,,,,"1D02,1H01,1R01"
17966,HONC,2310,3,Fall,2021,CORE III: RAINBOW RIGHTS,"Lea, Cynthia R",MWF,1000,1050,,,,"1D02,1H01,1R01"
19158,HONC,2310,3,Fall,2021,CORE III: COMPARATIVE CULTURES,,,,,,,,"1D02,1H01,1R01"
22879,HONC,2310,3,Fall,2021,CORE III: GENDER & RELIGION,"Bowman, Donna E",TR,1215,1330,,,,"1D02,1H01,1R01"
24977,HONC,2310,3,Fall,2021,TWC HONORS CORE III,,,,,,,,"1D02,1H01,1R01"
17049,HONC,3310,3,Fall,2021,JR SEM: OVERWHELMED,"Terrell, Chad M",M,1800,2100,,,,
23032,HONC,3310,3,Fall,2021,JR SEM: EXPERIENTIAL LEARNING,"Frank, Adam D",,,,,,,
24288,HONC,3310,3,Fall,2021,JR SEM: CORE III TA,,,,,,,,
24898,HONC,3310,3,Fall,2021,JR SEM:,,,,,,,,
24899,HONC,3310,3,Fall,2021,JR SEM: TA,,,,,,,,
24978,HONC,3310,3,Fall,2021,TWC HONORS SEMINAR,,,,,,,,
25475,HONC,3310,3,Fall,2021,"JR SEM: LOVE, WAR, & ROBOTS","Brasovan, Nicholas S",MWF,1000,1050,,,,
25547,HONC,3310,3,Fall,2021,JR. SEM: FOOD INSECURITY IN AR,"Horton, Leah S",TR,1700,1815,,,,
25559,HONC,3310,3,Fall,2021,JR SEM: CO-TEACHING,"Brasovan, Nicholas S",MWF,1000,1050,,,,
25625,HONC,3310,3,Fall,2021,JR SEM: TA PROTEST,"Barringer, Whitney E",,,,,,,
11115,HONC,3320,3,Fall,2021,OXFORD TUTORIAL,"Wallace, Allison B",TR,1215,1330,,,,"2C01,2I01"
11128,HONC,3320,3,Fall,2021,OXFORD TUTORIAL,"Lea, Cynthia R",MW,1400,1515,,,,"2C01,2I01"
11146,HONC,3320,3,Fall,2021,OXFORD TUTORIAL,"Hostetter, Ellen E",TR,1440,1555,,,,"2C01,2I01"
20080,HONC,3320,3,Fall,2021,OXFORD TUTORIAL,"Frank, Adam D",TR,925,1040,,,,"2C01,2I01"
23629,HONC,3320,3,Fall,2021,OXFORD TUTORIAL,"Corbitt, Douglas",TR,1050,1205,,,,"2C01,2I01"
25543,HONC,3320,3,Fall,2021,OXFORD TUTORIAL,"Barringer, Whitney E",T,1440,1720,,,,"2C01,2I01"
23031,HONC,3V15,1,Fall,2021,SPECIAL TOPICS,,,,,,,,
23167,HONC,3V15,1,Fall,2021,SPECIAL TOPICS,"Barringer, Whitney E",,,,,,,
23168,HONC,3V15,3,Fall,2021,SPECIAL TOPICS,"Smith, Patricia J",,,,,,,
24394,HONC,3V15,2,Fall,2021,SPECIAL TOPICS IN TEACHING,"Barringer, Whitney E",,,,,,,
15788,HONC,4310,3,Fall,2021,SR SEM: CORE I PA,"Bowman, Donna E",MWF,1200,1250,,,,"2D01,2R01"
17315,HONC,4310,3,Fall,2021,SR SEM:DECISION MAKING,"Corbitt, Douglas",TR,1440,1555,,,,"2D01,2R01"
17316,HONC,4310,3,Fall,2021,SR SEM: CORE III TA,"Lea, Cynthia R",MWF,1000,1050,,,,"2D01,2R01"
23039,HONC,4310,3,Fall,2021,SR SEM: CONSCIOUSNESS,"Frank, Adam D",MWF,1400,1450,,,,"2D01,2R01"
23387,HONC,4310,3,Fall,2021,SR SEM: SELF-DISCOVERY,"Bowman, Donna E",TR,1050,1205,,,,"2D01,2R01"
25549,HONC,4310,3,Fall,2021,SR SEM: FOOD INSECURITY IN AR,"Horton, Leah S",TR,1700,1815,,,,"2D01,2R01"
25564,HONC,4310,3,Fall,2021,SR SEM: CORE III TA,"Wallace, Allison B",MW,1630,1745,,,,"2D01,2R01"
25568,HONC,4310,3,Fall,2021,SR SEM: TA,"Hostetter, Ellen E",TR,1440,1605,,,,"2D01,2R01"
25572,HONC,4310,3,Fall,2021,SR SEM: CORE III TA,"Bowman, Donna E",TR,1215,1330,,,,"2D01,2R01"
25623,HONC,4310,3,Fall,2021,SR SEM: TA,"Barringer, Whitney E",,,,,,,"2D01,2R01"
25634,HONC,4310,3,Fall,2021,SR SEM: TA Landscapes,"Hostetter, Ellen E",TR,925,1040,,,,"2D01,2R01"
11165,HONC,4320,3,Fall,2021,HONORS CAPSTONE,"Mongno, Lisa M",T,1605,1715,,,,2Z01
11167,HONC,4320,3,Fall,2021,HONORS CAPSTONE,"Mongno, Lisa M",T,1440,1555,,,,2Z01
11169,HONC,4320,3,Fall,2021,HONORS CAPSTONE,"Barringer, Whitney E",R,1440,1555,,,,2Z01
25453,HONC,4320,3,Fall,2021,HONORS CAPSTONE,"Barringer, Whitney E",R,1630,1745,,,,2Z01
20247,IDSN,1390,3,Fall,2021,INTRO TO INTERIOR DESIGN,"King, Angela M",M,1400,1530,,,,"CAIC,CAIL,FACS"
20248,IDSN,1390,3,Fall,2021,INTRO TO INTERIOR DESIGN,"King, Angela M",W,1400,1530,,,,"CAIC,CAIL,FACS"
20249,IDSN,2330,3,Fall,2021,DIGITAL DESIGN,"Barron, Danielle L",TR,1440,1555,,,,"CAIC,CAIL"
22689,IDSN,2330,3,Fall,2021,DIGITAL DESIGN,,,,,,,,"CAIC,CAIL"
23191,IDSN,2360,3,Fall,2021,INTERIOR MATERIALS,"Barron, Danielle L",,0,2359,,,,"CAIC,CAIL,FACS"
20326,IDSN,2365,3,Fall,2021,FUNDAMENTAL TECH INTERIOR ARCH,"McCurdy, Shannon L",T,1730,2020,,,,"CAIC,CAIL,FACS"
15418,IDSN,2391,3,Fall,2021,INTERIOR DESIGN STUDIO,"King, Angela M",,800,1050,,,,"CAIC,CAIL"
23577,IDSN,2391,3,Fall,2021,INTERIOR DESIGN STUDIO,"King, Angela M",MW,1100,1350,,,,"CAIC,CAIL"
15422,IDSN,2392,3,Fall,2021,INTERIOR DES DRAWING/RENDERING,"Bryan, Ann",T,1440,1720,,,,"CAIC,CAIL"
22723,IDSN,3300,3,Fall,2021,ARCHITECTURE/BUILDING SYSTEMS,"Barron, Danielle L",T,1215,1330,,,,"CAIC,CAIL,FACS"
24543,IDSN,3305,3,Fall,2021,INTERIOR LIGHTING & CODES,"Whitehead, Jennifer A",T,1050,1205,,,,"CAIC,CAIL"
19850,IDSN,3310,3,Fall,2021,DESIGN COMMUNICATION,"Whitehead, Jennifer A",TR,800,1040,,,,"CAIC,CAIL"
23579,IDSN,3310,3,Fall,2021,DESIGN COMMUNICATION,"King, Angela M",,1100,1350,,,,"CAIC,CAIL"
20252,IDSN,3320,3,Fall,2021,ADV TECH FOR INT ARCHICTECTURE,"McCurdy, Shannon L",R,1730,2020,,,,"CAIC,CAIL,FACS"
25480,IDSN,3321,3,Fall,2021,RESIDENTIAL INTERIOR DESIGN,"Barron, Danielle L",TR,800,1040,,,,"CAIC,CAIL"
24542,IDSN,3325,3,Fall,2021,COMMERCIAL INTERIOR DESIGN I,"Gocke Wyre, Michelle A",W,1100,1150,,,,"CAIC,CAIL"
23580,IDSN,3326,3,Fall,2021,COMMERCIAL INTERIOR DESIGN II,"Gocke Wyre, Michelle A",MW,1200,1450,,,,CAIL
15433,IDSN,3340,3,Fall,2021,HIST INTERIORS/ARCH/FURN I,"Bryan, Ann",,,,,,,"2C01,2D01,CAIC,CAIL,FACS"
15848,IDSN,3355,3,Fall,2021,INTRO TO HISTORIC PRESERVATION,"Bryan, Ann",R,1440,1720,,,,"2I01,2R01,CAIC,CAIL"
23592,IDSN,3360,3,Fall,2021,INTERIOR ARCHITECTURE METHODS,"Barron, Danielle L",R,1050,1330,,,,CAIC
20734,IDSN,4300,3,Fall,2021,PROF PRACTICE INTERIOR DESIGN,"Gocke Wyre, Michelle A",M,1100,1150,,,,"CAIC,CAIL"
15450,IDSN,4305,3,Fall,2021,ADVANCE INTERIOR DESIGN STUDIO,"Gocke Wyre, Michelle A",MW,800,1050,,,,"2Z01,CAIC,CAIL"
23608,IDSN,4350,3,Fall,2021,INTERNSHIP,"Whitehead, Jennifer A",,,,,,,"CAIC,CAIL"
25231,IDSN,4V30,1,Fall,2021,WORKSHOP,"Barron, Danielle L",,800,2359,,,,"CAIC,CAIL"
19334,IEP,1105,1,Fall,2021,EVERYDAY VOCABULARY BUILDING,,,,,,,,
19338,IEP,1105,1,Fall,2021,EVERYDAY VOCABULARY BUILDING,,,1400,1450,,,,
19553,IEP,1116,1,Fall,2021,PRONUNCIATION,,,,,,,,
18152,IEP,1120,1,Fall,2021,LEVEL 1 ACADEMIC VOCABULARY,,,1400,1450,,,,
18312,IEP,1120,1,Fall,2021,LEVEL 1 ACADEMIC VOCABULARY,,,1400,1450,,,,
18153,IEP,1121,1,Fall,2021,LEVEL 2 ACADEMIC VOCABULARY,,,1400,1450,,,,
18313,IEP,1121,1,Fall,2021,LEVEL 2 ACADEMIC VOCABULARY,,,1400,1450,,,,
18154,IEP,1122,1,Fall,2021,LEVEL 3 ACADEMIC VOCABULARY,"Streiff, Cheryl L",MW,1400,1450,,,,
18314,IEP,1122,1,Fall,2021,LEVEL 3 ACADEMIC VOCABULARY,"Streiff, Cheryl L",MW,1400,1450,,,,
18155,IEP,1123,1,Fall,2021,LEVEL 4 ACADEMIC VOCABULARY,"Mommsen, Lisa K",MW,1400,1450,,,,
18315,IEP,1123,1,Fall,2021,LEVEL 4 ACADEMIC VOCABULARY,"Mommsen, Lisa K",MW,1400,1450,,,,
18156,IEP,1124,1,Fall,2021,LEVEL 5 ACADEMIC VOCABULARY,,,1400,1450,,,,
18316,IEP,1124,1,Fall,2021,LEVEL 5 ACADEMIC VOCABULARY,"Mommsen, Lisa K",MW,1400,1450,,,,
19283,IEP,1201,2,Fall,2021,BASIC ENGLISH READING SKILLS,,,,,,,,
19286,IEP,1201,2,Fall,2021,BASIC ENGLISH READING SKILLS,,,1100,1150,,1215,1305,
19284,IEP,1202,2,Fall,2021,BASIC WRITTEN EXPRESSION,,,,,,,,
19287,IEP,1202,2,Fall,2021,BASIC WRITTEN EXPRESSION,,,1300,1350,,1440,1555,
18157,IEP,1205,2,Fall,2021,LEVEL 1 LISTENING & SPEAKING,,,1100,1150,,1215,1305,
18307,IEP,1205,2,Fall,2021,LEVEL 1 LISTENING & SPEAKING,,,1100,1150,,1215,1305,
18158,IEP,1206,2,Fall,2021,LEVEL 2 LISTENING & SPEAKING,,,1100,1150,,1215,1305,
18308,IEP,1206,2,Fall,2021,LEVEL 2 LISTENING & SPEAKING,,,1100,1150,,1215,1305,
18159,IEP,1207,2,Fall,2021,LEVEL 3 LISTENING & SPEAKING,"Mommsen, Lisa K",MWF,1100,1150,TR,1215,1305,
18309,IEP,1207,2,Fall,2021,LEVEL 3 LISTENING & SPEAKING,"Flowers, Marya",MWF,1100,1150,TR,1215,1305,
17540,IEP,1208,2,Fall,2021,LEVEL 4 LISTENING & SPEAKING,,,,,,,,
18160,IEP,1208,2,Fall,2021,LEVEL 4 LISTENING & SPEAKING,"Streiff, Cheryl L",MWF,1100,1150,TR,1215,1305,
18310,IEP,1208,2,Fall,2021,LEVEL 4 LISTENING & SPEAKING,"Streiff, Cheryl L",MWF,1100,1150,TR,1215,1305,
18161,IEP,1209,2,Fall,2021,LEVEL 5 LISTENING & SPEAKING,,,1100,1150,,1215,1305,
18311,IEP,1209,2,Fall,2021,LEVEL 5 LISTENING & SPEAKING,"Mommsen, Lisa K",MWF,1100,1150,TR,1215,1305,
18142,IEP,1215,2,Fall,2021,LEVEL 1 ACADEMIC READING,,,1000,1050,,1050,1140,
18302,IEP,1215,2,Fall,2021,LEVEL 1 ACADEMIC READING,,,1000,1050,,1050,1140,
18143,IEP,1216,2,Fall,2021,LEVEL 2 ACADEMIC READING,,,1000,1050,,1050,1140,
18303,IEP,1216,2,Fall,2021,LEVEL 2 ACADEMIC READING,,,1000,1050,,1050,1140,
18144,IEP,1217,2,Fall,2021,LEVEL 3 ACADEMIC READING,"Streiff, Cheryl L",MWF,1000,1050,TR,1050,1140,
18304,IEP,1217,2,Fall,2021,LEVEL 3 ACADEMIC READING,"Streiff, Cheryl L",MWF,1000,1050,TR,1050,1140,
18145,IEP,1218,2,Fall,2021,LEVEL 4 ACADEMIC READING,"Mommsen, Lisa K",MWF,1000,1050,TR,1050,1140,
18305,IEP,1218,2,Fall,2021,LEVEL 4 ACADEMIC READING,"Mommsen, Lisa K",MWF,1000,1050,TR,1050,1140,
18146,IEP,1219,2,Fall,2021,LEVEL 5 ACADEMIC READING,,,1000,1050,,1050,1140,
18306,IEP,1219,2,Fall,2021,LEVEL 5 ACADEMIC READING,"Mommsen, Lisa K",MWF,1000,1050,TR,1050,1140,
18147,IEP,1225,2,Fall,2021,LEVEL 1 ACADEMIC WRITING,,,1300,1350,,1440,1555,
18317,IEP,1225,2,Fall,2021,LEVEL 1 ACADEMIC WRITING,,,1300,1350,,1440,1555,
18148,IEP,1226,2,Fall,2021,LEVEL 2 ACADEMIC WRITING,"Flowers, Marya",MW,1300,1350,TR,1440,1555,
23320,IEP,1226,2,Fall,2021,LEVEL 2 ACADEMIC WRITING,,,1300,1350,,1440,1555,
18149,IEP,1227,2,Fall,2021,LEVEL 3 ACADEMIC WRITING,"Streiff, Cheryl L",MW,1300,1350,TR,1440,1555,
18319,IEP,1227,2,Fall,2021,LEVEL 3 ACADEMIC WRITING,"Flowers, Marya",MW,1300,1350,TR,1440,1555,
18150,IEP,1228,2,Fall,2021,LEVEL 4 ACADEMIC WRITING,"Bruce, Amanda E",MW,1300,1350,TR,1440,1555,
18320,IEP,1228,2,Fall,2021,LEVEL 4 ACADEMIC WRITING,"Bruce, Amanda E",MW,1300,1350,TR,1440,1555,
18151,IEP,1229,2,Fall,2021,LEVEL 5 ACADEMIC WRITING,,,1300,1350,,1440,1555,
18321,IEP,1229,2,Fall,2021,LEVEL 5 ACADEMIC WRITING,"Bruce, Amanda E",MW,1300,1350,TR,1440,1555,
18129,IEP,1235,2,Fall,2021,LEVEL 1 ACADEMIC GRAMMAR,,,900,950,,950,1040,
18297,IEP,1235,2,Fall,2021,LEVEL 1 ACADEMIC GRAMMAR,,,900,950,,950,1040,
18130,IEP,1236,2,Fall,2021,LEVEL 2 ACADEMIC GRAMMAR,,,900,950,,950,1040,
18298,IEP,1236,2,Fall,2021,LEVEL 2 ACADEMIC GRAMMAR,,,900,950,,950,1040,
18139,IEP,1237,2,Fall,2021,LEVEL 3 ACADEMIC GRAMMAR,"Mommsen, Lisa K",MWF,900,950,TR,950,1040,
18299,IEP,1237,2,Fall,2021,LEVEL 3 ACADEMIC GRAMMAR,"Mommsen, Lisa K",MWF,900,950,TR,950,1040,
18140,IEP,1238,2,Fall,2021,LEVEL 4 ACADEMIC GRAMMAR,"Flowers, Marya",MWF,900,950,TR,950,1040,
18300,IEP,1238,2,Fall,2021,LEVEL 4 ACADEMIC GRAMMAR,"Streiff, Cheryl L",MWF,900,950,TR,950,1040,
18141,IEP,1239,2,Fall,2021,LEVEL 5 ACADEMIC GRAMMAR,"Flowers, Marya",,900,950,,950,1040,
18301,IEP,1239,2,Fall,2021,LEVEL 5 ACADEMIC GRAMMAR,"Flowers, Marya",MWF,900,950,TR,950,1040,
17566,IEP,1310,3,Fall,2021,PRON/CONV/PUB SPEAKING GEP 2/3,,,,,,,,
18195,IEP,1310,3,Fall,2021,PRON/CONV/PUB SPEAKING 2/3 GEP,,,1100,1150,,1215,1305,
18196,IEP,1325,3,Fall,2021,PRON/CONV/PUB SPEAKING 3/4 GEP,"Streiff, Cheryl L",MWF,1100,1150,TR,1215,1305,
18197,IEP,1340,3,Fall,2021,PRON/CONV/PUB SPEAKING 4/5 GEP,,,1100,1150,,1215,1305,
18377,IEP,1360,3,Fall,2021,U.S. CULTURAL STUDIES,,,,,,,,
18194,IEP,1365,3,Fall,2021,TOEFL PREPARATION COURSE,,,,,,,,
23321,IEP,1370,3,Fall,2021,PATHWAY TO COLLEGE READING,,,900,1050,,1000,1050,
19274,IEP,1405,4,Fall,2021,BASIC ORAL COMMUNICATION,,,,,,,,
19285,IEP,1405,4,Fall,2021,BASIC ORAL COMMUNICATION,,,,,,,,
19102,INDS,3380,3,Fall,2021,JUNIOR SEMINAR,"Mehl, Peter J",,0,2359,,,,
25284,INSU,1300,3,Fall,2021,INTRODUCTION TO INSURANCE,"Burleson, Cynthia L",TR,1440,1555,,,,"1R01,CBCF"
22873,INSU,3315,3,Fall,2021,LIFE & HEALTH INSURANCE,"Yao, Haibo",TR,800,915,,,,CBCF
22874,INSU,3315,3,Fall,2021,LIFE & HEALTH INSU. - Online,"Yao, Haibo",,0,2359,,,,CBCF
22824,INSU,3320,3,Fall,2021,PROPERTY & LIABILITY INSURANCE,"Deng, Yiling",TR,1050,1205,,,,CBCF
22825,INSU,3320,3,Fall,2021,PROP & LIABILITY INSU - Online,"Deng, Yiling",,0,2359,,,,CBCF
22845,INSU,3324,3,Fall,2021,RISK & INSURANCE,"Burleson, Cynthia L",TR,925,1040,,,,"BBAC,CBCF"
22846,INSU,3324,3,Fall,2021,RISK & INSURANCE - Online,"Burleson, Cynthia L",,0,2359,,,,"BBAC,CBCF"
22851,INSU,3382,3,Fall,2021,INTERNSHIP INSU,"Burleson, Cynthia L",,,,,,,CBCF
22852,INSU,4310,3,Fall,2021,INTERNSHIP INSU/RISK MGMT,"Burleson, Cynthia L",,,,,,,CBCF
22826,INSU,4330,3,Fall,2021,OPERATIONS & REGULATION-Online,"Deng, Yiling",,0,2359,,,,CBCF
25233,INSU,4390,3,Fall,2021,INDEPENDENT STUDY,,,,,,,,CBCF
23902,INSU,4395,3,Fall,2021,Insurance Data Analytics,"Burleson, Cynthia L",TR,1215,1330,,,,CBCF
24867,ITEC,6301,3,Fall,2021,DESIGN USING TECHNOLOGY,"Kinsey, Alan W",M,1800,2100,,,,
24163,ITEC,6320,3,Fall,2021,CODING AND PROGRAMMING I,"Casey, Kevin M",R,1800,2100,,,,
25548,ITEC,6322,3,Fall,2021,COMPUTING SYSTEMS,"Raup, Kimberly D",M,1800,2100,,,,
24866,ITEC,6327,3,Fall,2021,DATA AND ANALYSIS,"Raup, Kimberly D",W,1800,2100,,,,
24170,ITEC,6328,3,Fall,2021,TEACHING AND LEARNING IN CS,"Broyles, Ann E",,,,,,,
23973,ITEC,6341,3,Fall,2021,PRODUCTION OF MEDIA,,W,1800,2100,,,,
25817,ITEC,6341,3,Fall,2021,PRODUCTION OF MEDIA,"Broyles, Ann E",T,1800,2000,,,,
25818,ITEC,6341,3,Fall,2021,PRODUCTION OF MEDIA,"House, Carolyn M",T,1800,2000,,,,
25819,ITEC,6341,3,Fall,2021,PRODUCTION OF MEDIA,"House, Carolyn M",T,1800,2000,,,,
17179,ITEC,6368,3,Fall,2021,TECH PLANNING & LEADERSHIP,"Cooksey, Ashley",T,1800,2100,,,,
24164,ITEC,6371,3,Fall,2021,UNIVERSAL DESIGN FOR LEARNING,"Broyles, Ann E",R,1800,2100,,,,
25546,ITEC,6372,3,Fall,2021,ONLINE EDUC COURSE DESIGN,"Broyles, Ann E",W,1800,2100,,,,
25820,ITEC,6372,3,Fall,2021,ONLINE EDUC COURSE DESIGN,"Johnson, Brian T",W,1800,2000,,,,
25821,ITEC,6372,3,Fall,2021,ONLINE EDUC COURSE DESIGN,"Johnson, Brian T",W,1800,2000,,,,
25822,ITEC,6372,3,Fall,2021,ONLINE EDUC COURSE DESIGN,"Cooksey, Ashley",W,1800,2000,,,,
24934,ITEC,6373,3,Fall,2021,ONLINE TEACHING,"Cooksey, Ashley",M,1800,2100,,,,
25550,ITEC,6380,3,Fall,2021,SUPPORTING STUDENT SUCCESS,"Broyles, Ann E",M,1800,2100,,,,
24590,JAPN,1310,3,Fall,2021,ELEMENTARY JAPANESE I,"House, David A",MWF,900,950,,,,ASMN
24593,JAPN,1320,3,Fall,2021,ELEMENTARY JAPANESE II,"House, David A",MWF,1000,1050,,,,
24595,JAPN,2310,3,Fall,2021,INTERMEDIATE JAPANESE I,"House, David A",MWF,1200,1250,,,,
24596,JAPN,2320,3,Fall,2021,INTERMEDIATE JAPANESE II,"House, David A",MWF,1300,1350,,,,
17870,JOUR,1121,1,Fall,2021,PRINT MEDIA APPLICATIONS,"Keith, David M",MWF,1500,1550,,,,CAJO
22467,JOUR,1123,1,Fall,2021,ELECTRONIC MEDIA APPLICATIONS,"Wiser, Angela D",MW,1530,1730,,,,CAJO
17869,JOUR,2121,1,Fall,2021,PRINT MEDIA APPLICATIONS,"Keith, David M",MWF,1500,1550,,,,CAJO
17863,JOUR,2123,1,Fall,2021,ELECTRONIC MEDIA APPLICATIONS,"Brooks, Tony G",MW,1530,1730,,,,CAJO
17873,JOUR,2300,3,Fall,2021,BEGINNING REPORTING,"Moritz, Robert A",TR,925,1040,,,,CAJO
17874,JOUR,2300,3,Fall,2021,BEGINNING REPORTING,"Moritz, Robert A",TR,1215,1330,,,,CAJO
17875,JOUR,2300,3,Fall,2021,BEGINNING REPORTING,,,,,,,,CAJO
17877,JOUR,2305,3,Fall,2021,BASIC PRESS PHOTOGRAPHY,"Walter, Paulette H",TR,925,1040,,,,CAJO
17859,JOUR,2325,3,Fall,2021,PRINCIPLES ONLINE JOURNALISM,"Moritz, Robert A",MWF,1300,1350,,,,CAJO
17879,JOUR,2340,3,Fall,2021,BROADCAST JOURNALISM PROD I,"Wiser, Angela D",TR,1215,1330,,,,CAJO
17871,JOUR,3121,1,Fall,2021,PRINT MEDIA APPLICATIONS,"Oldham, William J",MWF,1500,1550,,,,CAJO
