CRN_KEY,SUBJ_CODE,CRSE_NUMBER,Credit_Hours,Semester,Year,Title,Instructor_Name,Meet_Days1,Begin_Time1,End_Time1,Meet_Days2,Begin_Time2,End_Time2,Category
30046,CSCI,4321,3,Fall,2022,ETHICAL IMPLICATIONS OF TECHNO,"Doderer, Mark S",MWF,1100,1150,,,,RM
30047,CSCI,4321,3,Fall,2022,ETHICAL IMPLICATIONS OF TECHNO,"Doderer, Mark S",MWF,1300,1350,,,,RM
30048,CSCI,4340,3,Fall,2022,INTRO PARALLEL PROGRAMMING,"Kockara, Sinan",,0,2359,,,,EL
30049,CSCI,4350,3,Fall,2022,COMPUTER GRAPHICS,,,,,,,,EL
30050,CSCI,4352,3,Fall,2022,GAME PROGRAMMING,"Halic, Tansel",TR,1440,1555,,,,EL
30051,CSCI,4353,3,Fall,2022,INTRO TO MULTIMEDIA COMPUTING,"Sun, Yu",TR,1215,1330,,,,EL
30052,CSCI,4357,3,Fall,2022,PROGRAMMING MOBILE DEVICES,"Smith, Mark R",MWF,1100,1150,,,,EL
30053,CSCI,4371,3,Fall,2022,MACHINE LEARNING,,,,,,,,EL
30054,CSCI,4372,3,Fall,2022,DATA CLUSTERING,"Celebi, Mehemmed E",,0,2359,,,,EL
30055,CSCI,4390,3,Fall,2022,THEORY OF COMPUTATION,"Kockara, Sinan",,0,2359,,,,EL
30056,CSCI,4490,4,Fall,2022,SOFTWARE ENGINEERING,"Smith, Mark R",TR,1440,1620,,,,RM
30057,CSEC,2300,3,Fall,2022,INTRODUCTION TO CYBERSECURITY,"Alsharif, Ahmad H",TR,1050,1205,,,,EL
30058,CSEC,3300,3,Fall,2022,NUMBER THEORY AND CRYPTOGRAPHY,,MWF,1100,1150,,,,EL
30059,CSEC,3320,3,Fall,2022,COMPUTER FORENSICS,,TR,1215,1330,,,,EL
30060,CSEC,4320,3,Fall,2022,ETHICAL HACKING,"Erdin, Enes",TR,1215,1330,,,,EL
30061,CSEC,4335,3,Fall,2022,NETWORK SECURITY,,,,,,,,EL
30062,MATH,1390,3,Fall,2022,COLLEGE ALGEBRA,"Moody, Kaitlyn N",TR,1215,1330,,,,CM
30063,MATH,1390,3,Fall,2022,COLLEGE ALGEBRA,"Allred, Jordan R",MWF,1300,1350,,,,CM
30064,MATH,1390,3,Fall,2022,COLLEGE ALGEBRA,"Johnson, Gillian N",TR,1050,1205,,,,CM
30065,MATH,1491,4,Fall,2022,APPLIED CALCULUS FOR LIFE SCI,"Johnson, Garth B",,,,,,,CM
30066,MATH,1491,4,Fall,2022,APPLIED CALCULUS FOR LIFE SCI,"Johnson, Garth B",,,,,,,CM
30067,MATH,1496,4,Fall,2022,CALCULUS I,,,,,,,,CM
30068,MATH,1496,4,Fall,2022,CALCULUS I,"Dong, Yinlin",MWF,1200,1250,TR,1215,1330,CM
30069,MATH,2311,3,Fall,2022,ELEMENTARY STATISTICS,"Kwon, Ye I",TR,1050,1205,,,,CM
30070,MATH,2311,3,Fall,2022,ELEMENTARY STATISTICS,"Kwon, Ye I",MWF,1100,1150,,,,CM
30071,MATH,2311,3,Fall,2022,ELEMENTARY STATISTICS,"Kwon, Ye I",MWF,1300,1350,,,,CM
30072,MATH,3311,3,Fall,2022,STATISTICAL METHODS,"Kwon, Ye I",MWF,1500,1550,,,,AM
30073,MATH,3311,3,Fall,2022,STATISTICAL METHODS,,,,,,,,AM
30074,MATH,3320,3,Fall,2022,LINEAR ALGEBRA,"Beyerl, Jeffrey",MWF,1100,1150,,,,CM
30075,MATH,3320,3,Fall,2022,LINEAR ALGEBRA,"Le, Long",TR,925,1040,,,,CM
30076,PHYS,1410,4,Fall,2022,COLLEGE PHYSICS 1,"Lusk, Jeremy A",T,800,1040,MWF,1000,1050,RS
30077,PHYS,1410,4,Fall,2022,COLLEGE PHYSICS 1,"Lusk, Jeremy A",MWF,1000,1050,T,1050,1330,RS
30078,PHYS,1410,4,Fall,2022,COLLEGE PHYSICS 1,"Menon, Balraj S",MWF,800,850,R,1050,1330,RS
